ID,Combined_AMR,RGI,AMRFinder,ncbi,subfamily,family,family__color,ncbi_family,card_family,Combined_drug_class,ncbi_drug_class,RGI_drug_class,AMRFinder_drug_class
WP_164461292.1,OXA-907,OXA-907,OXA-907,blaOXA-907,Beta-lactamase (not ESBL or carbapenemase),OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-907,#ff0066,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase,Beta-lactamase (not ESBL or carbapenemase),Beta-lactamase (not ESBL or carbapenemase),carbapenem/cephalosporin/penam,beta-lactam
WP_031694184.1,OXA-908,OXA-908,OXA-908,blaOXA-908,Beta-lactamase (not ESBL or carbapenemase),OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-908,#ff0066,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase,Beta-lactamase (not ESBL or carbapenemase),Beta-lactamase (not ESBL or carbapenemase),carbapenem/cephalosporin/penam,beta-lactam
WP_031691948.1,OXA-913,OXA-913,OXA-913,blaOXA-913,Beta-lactamase (not ESBL or carbapenemase),OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-913,#ff0066,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase,Beta-lactamase (not ESBL or carbapenemase),Beta-lactamase (not ESBL or carbapenemase),carbapenem/cephalosporin/penam,beta-lactam
WP_023132404.1,OXA-914,OXA-914,OXA-914,blaOXA-914,Beta-lactamase (not ESBL or carbapenemase),OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-914,#ff0066,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase,Beta-lactamase (not ESBL or carbapenemase),Beta-lactamase (not ESBL or carbapenemase),carbapenem/cephalosporin/penam,beta-lactam
WP_034081711.1,OXA-937,OXA-937,OXA-937,blaOXA-937,Beta-lactamase (not ESBL or carbapenemase),OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-937,#ff0066,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase,Beta-lactamase (not ESBL or carbapenemase),Beta-lactamase (not ESBL or carbapenemase),carbapenem/cephalosporin/penam,beta-lactam
CAJ77817.2,OXA-100,OXA-100,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABQ52429.1,OXA-104,OXA-104,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABV31686.1,OXA-106,OXA-106,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABV31687.1,OXA-107,OXA-107,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABV31688.1,OXA-108,OXA-108,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABV31689.1,OXA-109,OXA-109,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABV31690.1,OXA-110,OXA-110,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABV31691.1,OXA-111,OXA-111,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABV31692.1,OXA-112,OXA-112,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABW70410.1,OXA-113,OXA-113,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABS71123.1,OXA-115,OXA-115,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABW95047.1,OXA-116,OXA-116,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ACV49885.1,OXA-117,OXA-117,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
CCJ32595.1,OXA-120,OXA-120,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGU69248.1,OXA-121,OXA-121,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABX45061.1,OXA-122,OXA-122,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABX45062.1,OXA-123,OXA-123,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABX45063.1,OXA-124,OXA-124,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABX45064.1,OXA-125,OXA-125,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABX45065.1,OXA-126,OXA-126,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABX45066.1,OXA-127,OXA-127,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABY77907.1,OXA-128,OXA-128,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ACD84988.1,OXA-130,OXA-130,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ACD84989.1,OXA-131,OXA-131,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ACD84990.1,OXA-132,OXA-132,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ACD45467.1,OXA-138,OXA-138,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ACY56711.1,OXA-144,OXA-144,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ACX31140.1,OXA-148,OXA-148,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ACX31141.1,OXA-149,OXA-149,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ACX31142.1,OXA-150,OXA-150,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADI58616.1,OXA-172,OXA-172,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADI58617.1,OXA-173,OXA-173,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADI58618.1,OXA-174,OXA-174,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADI58619.1,OXA-175,OXA-175,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADI58620.1,OXA-176,OXA-176,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADI58621.1,OXA-177,OXA-177,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADI58622.1,OXA-178,OXA-178,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADM26744.1,OXA-179,OXA-179,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADM26745.1,OXA-180,OXA-180,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AEB98920.1,OXA-194,OXA-194,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AEB98921.1,OXA-195,OXA-195,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AEB98922.1,OXA-196,OXA-196,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AEB98923.1,OXA-197,OXA-197,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADX07745.1,OXA-200,OXA-200,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADX07746.1,OXA-201,OXA-201,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADX07747.1,OXA-202,OXA-202,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ADX07748.1,OXA-203,OXA-203,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
BAL15076.1,OXA-206,OXA-206,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
CCA94644.1,OXA-208,OXA-208,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
CCA94649.1,OXA-216,OXA-216,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AEO44980.1,OXA-217,OXA-217,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AEL17179.1,OXA-219,OXA-219,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AEL88491.1,OXA-223,OXA-223,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AFO55201.1,OXA-241,OXA-241,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AFO55202.1,OXA-242,OXA-242,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
CCJ32596.1,OXA-248,OXA-248,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
CCJ32597.1,OXA-249,OXA-249,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
CCJ32598.1,OXA-250,OXA-250,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
BAN10684.1,OXA-254,OXA-254,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGV04655.1,OXA-259,OXA-259,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENU54757.1,OXA-260,OXA-260,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENW35072.1,OXA-261,OXA-261,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENW50687.1,OXA-262,OXA-262,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENW43915.1,OXA-263,OXA-263,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGU69250.1,OXA-312,OXA-312,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGU69251.1,OXA-313,OXA-313,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGU69252.1,OXA-314,OXA-314,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGU69253.1,OXA-315,OXA-315,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGU69254.1,OXA-316,OXA-316,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGU69255.1,OXA-317,OXA-317,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHN07452.1,OXA-336,OXA-336,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
RIL13772.1,OXA-337,OXA-337,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHN07454.1,OXA-338,OXA-338,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHN07456.1,OXA-339,OXA-339,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
OTK94966.1,OXA-340,OXA-340,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHN07458.1,OXA-341,OXA-341,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHN07460.1,OXA-342,OXA-342,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHN07462.1,OXA-344,OXA-344,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHN07463.1,OXA-345,OXA-345,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHN07464.1,OXA-346,OXA-346,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHI63011.1,OXA-365,OXA-365,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
BAO09635.1,OXA-371,OXA-371,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30274.1,OXA-374,OXA-374,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30275.1,OXA-375,OXA-375,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30276.1,OXA-376,OXA-376,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30277.1,OXA-377,OXA-377,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30278.1,OXA-378,OXA-378,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30279.1,OXA-379,OXA-379,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30280.1,OXA-380,OXA-380,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30285.1,OXA-381,OXA-381,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30286.1,OXA-382,OXA-382,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30281.1,OXA-383,OXA-383,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30282.1,OXA-384,OXA-384,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30272.1,OXA-385,OXA-385,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30273.1,OXA-386,OXA-386,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHK51384.1,OXA-387,OXA-387,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30284.1,OXA-388,OXA-388,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30287.1,OXA-389,OXA-389,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHL30283.1,OXA-390,OXA-390,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHN53381.1,OXA-391,OXA-391,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AIS39036.1,OXA-400,OXA-400,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
